district,subdistrict,unit_index,form_type,vote_phase,ballot_total,ballot_valid,ballot_invalid,ballot_no_vote,กรีน,กล้าธรรม,ก้าวอิสระ,ครูไทยเพื่อประชาชน,คลองไทย,ความหวังใหม่,ทางเลือกไทย,ท้องที่ไทย,ประชากรไทย,ประชาชน,ประชาชาติ,ประชาธิปัตย์,ประชาธิปไดยใหม่,ประชาอาสาชาติ,ประชาไทย,ปวงชนไทย,พร้อม,พลวัต,พลังธรรมใหม่,พลังประชารัฐ,พลังสังคมใหม่,พลังเพื่อไทย,พลังไทยรักชาติ,ฟิวชัน,ภูมิใจไทย,มิติใหม่,รวมพลังประชาชน,รวมใจไทย,รวมไทยสร้างชาติ,รักชาติ,วิชชั่นใหม่,สร้างอนาคตไทย,สังคมประชาธิปไดยไทย,อนาคตไทย,เครือข่ายชาวนาแห่งประเทศไทย,เป็นธรรม,เพื่อชาติไทย,เพื่อชีวิตใหม่,เพื่อบ้านเมือง,เพื่อไทย,เศรษฐกิจ,เสรีรวมไทย,แผ่นดินธรรม,แรงงานสร้างชาติ,โอกาสใหม่,ใหม่,ไทยก้าวหน้า,ไทยก้าวใหม่,ไทยชนะ,ไทยทรัพย์ทวี,ไทยธรรม,ไทยพร้อม,ไทยพิทักษ์ธรรม,ไทยภักดี,ไทยรวมไทย,ไทยสร้างไทย,ไทรวมพลัง
ควนขนุน,นาขยาด,1,partylist,election_day,656,619,22,15,0,1,1,0,2,0,1,1,1,78,0,377,9,1,0,0,0,4,0,1,0,0,0,0,76,0,0,1,10,0,1,0,0,0,0,0,3,2,2,23,6,1,0,0,1,0,0,0,1,10,0,0,0,5,0,0,0
ควนขนุน,นาขยาด,2,partylist,election_day,326,311,10,5,0,0,0,0,1,0,0,0,0,30,0,166,2,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,6,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,3,0,1,0,6,0,2,0
ควนขนุน,นาขยาด,3,partylist,election_day,380,359,13,8,0,2,0,0,0,0,1,0,0,41,0,207,4,0,1,0,0,1,0,0,0,0,0,0,75,0,1,2,4,0,0,0,0,0,0,1,1,0,1,12,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ควนขนุน,นาขยาด,4,partylist,election_day,471,438,20,13,0,2,0,0,1,0,1,0,0,72,1,221,3,0,2,0,0,3,0,1,0,0,0,0,69,1,0,5,6,0,0,0,0,0,0,0,2,1,0,31,7,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0
ควนขนุน,นาขยาด,5,partylist,election_day,628,602,15,11,0,3,0,0,2,0,1,1,1,68,1,407,8,0,0,0,0,4,0,0,0,0,0,0,57,0,1,2,2,1,1,0,0,0,1,0,3,2,2,11,7,1,0,0,2,0,4,0,1,5,0,1,0,1,0,0,1
ควนขนุน,นาขยาด,6,partylist,election_day,387,368,13,6,0,0,0,0,0,0,0,0,0,67,0,224,5,1,2,0,0,3,1,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0
ควนขนุน,นาขยาด,7,partylist,election_day,393,384,5,4,0,1,0,0,2,0,3,0,0,58,0,221,0,0,1,0,0,1,0,0,0,0,1,0,53,0,1,1,2,1,1,0,0,0,0,0,1,2,2,11,4,0,0,0,0,2,0,1,0,6,0,0,0,6,0,1,1
ควนขนุน,นาขยาด,8,partylist,election_day,416,400,7,9,0,1,0,1,0,0,0,0,0,46,0,255,2,0,1,0,0,4,0,0,0,0,1,0,42,0,1,4,9,0,0,0,1,0,0,0,1,0,1,22,1,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0
ควนขนุน,นาขยาด,9,partylist,election_day,366,347,13,6,0,1,1,0,1,0,0,0,1,55,0,188,3,0,0,0,0,0,0,1,0,0,0,0,39,0,1,1,2,0,1,0,0,0,0,1,5,0,2,26,8,0,0,1,0,2,0,0,2,4,0,1,0,0,0,0,0
ควนขนุน,นาขยาด,10,partylist,election_day,404,388,6,10,0,1,0,0,1,0,0,0,2,52,0,260,1,0,0,0,0,4,0,0,0,0,1,0,36,0,0,1,2,0,0,0,1,0,0,0,1,0,1,13,2,0,0,0,0,1,1,0,0,5,0,1,1,0,0,0,0
ควนขนุน,นาขยาด,11,partylist,election_day,456,436,15,5,0,0,0,0,1,0,4,0,0,76,0,239,3,0,0,1,0,2,0,0,0,0,0,0,75,0,2,0,6,0,0,1,0,0,0,0,2,0,0,10,4,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,1
ศรีนครินทร์,บ้านนา,0,partylist,election_day,619,576,33,10,0,0,0,0,1,0,6,0,1,75,0,306,4,0,1,2,0,8,0,0,0,1,0,0,82,1,0,4,2,4,1,1,0,0,0,0,4,1,1,35,15,1,0,1,0,0,0,2,1,8,0,0,0,7,0,0,0
ศรีนครินทร์,บ้านนา,1,partylist,election_day,185,182,3,0,0,0,0,0,0,0,2,0,0,0,0,88,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,29,1,0,1,22,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ศรีนครินทร์,บ้านนา,2,partylist,election_day,501,468,22,11,0,2,0,0,0,0,2,0,0,60,0,252,3,0,0,0,0,5,1,0,0,0,0,0,84,0,0,0,7,1,0,0,0,0,0,0,4,0,0,32,4,0,0,1,0,2,1,0,0,0,0,1,0,5,0,1,0
ศรีนครินทร์,บ้านนา,3,partylist,election_day,439,413,15,11,0,0,0,1,0,0,0,0,1,35,0,247,2,0,0,0,0,11,0,0,0,0,0,0,63,0,0,0,2,0,0,0,1,1,0,0,2,2,1,20,8,0,0,0,0,4,0,0,1,11,0,0,0,0,0,0,0
ศรีนครินทร์,บ้านนา,4,partylist,election_day,314,288,17,9,1,0,0,0,0,0,0,0,0,44,1,135,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,1,5,0,0,1,0,1,0,0,0,0,1,15,1,1,0,0,0,0,0,0,2,3,0,0,0,4,0,1,0
ศรีนครินทร์,บ้านนา,5,partylist,election_day,433,414,18,1,0,0,0,0,0,0,2,0,1,48,1,210,3,0,0,0,0,2,0,1,0,0,0,0,109,0,1,1,3,0,0,0,0,0,0,1,3,2,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ศรีนครินทร์,บ้านนา,6,partylist,election_day,406,391,12,3,0,1,0,0,0,0,2,0,0,37,0,245,2,0,0,0,0,4,0,0,0,0,0,0,48,0,1,4,3,0,2,0,1,0,0,0,5,0,0,21,5,0,0,1,0,0,0,0,2,2,1,1,0,2,0,1,0
ศรีนครินทร์,บ้านนา,7,partylist,election_day,591,574,14,3,0,2,0,0,0,1,0,0,1,91,0,329,6,0,0,0,0,2,0,0,0,1,0,0,82,0,2,4,5,0,0,0,1,0,0,0,3,0,0,27,4,2,0,2,0,1,0,0,0,2,0,2,0,3,0,0,1
ศรีนครินทร์,บ้านนา,8,partylist,election_day,329,309,9,11,0,1,0,1,0,0,1,0,0,68,0,99,3,0,0,0,0,5,0,0,1,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,3,0,0,76,4,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0
ศรีนครินทร์,บ้านนา,9,partylist,election_day,341,327,12,2,0,0,0,0,0,0,0,0,0,40,0,215,4,0,2,0,0,3,0,0,0,0,0,0,23,0,1,1,2,0,0,0,0,0,0,0,1,0,2,24,1,2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
ศรีนครินทร์,บ้านนา,10,partylist,election_day,427,409,14,4,0,1,0,0,0,0,3,1,0,55,0,226,1,0,0,0,0,3,0,0,0,0,0,0,78,1,0,0,2,0,0,0,0,0,0,0,3,1,0,18,3,1,0,0,0,0,1,0,3,5,1,0,0,1,0,0,1
ศรีนครินทร์,บ้านนา,11,partylist,election_day,387,361,21,5,0,1,0,0,0,0,1,1,0,43,0,229,3,0,1,0,0,2,0,0,0,0,0,1,36,0,0,2,3,1,0,0,0,0,0,0,2,0,3,18,5,0,2,1,0,0,0,0,1,3,0,0,0,2,0,0,0
ป่าพะยอม,บ้านพร้าว,0,partylist,election_day,438,419,7,12,1,2,0,0,0,0,1,0,0,109,0,213,3,0,0,0,0,3,0,2,0,0,0,0,45,0,4,0,3,0,0,0,0,0,0,0,1,0,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
ป่าพะยอม,บ้านพร้าว,1,partylist,election_day,392,368,11,13,0,0,1,0,1,0,3,0,0,65,0,197,3,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,8,1,0,0,2,0,0,0,1,1,1,10,5,1,0,0,0,1,0,0,2,4,0,0,0,5,0,0,0
ป่าพะยอม,บ้านพร้าว,2,partylist,election_day,506,481,18,7,0,0,0,0,1,0,0,0,0,79,1,264,4,0,1,0,0,3,0,0,0,0,1,0,63,0,0,5,10,0,0,0,0,0,0,0,2,0,2,18,6,4,0,0,3,2,0,1,0,5,1,0,0,3,0,2,0
ป่าพะยอม,บ้านพร้าว,3,partylist,election_day,677,645,23,9,0,2,0,0,2,0,2,2,0,90,0,345,11,0,1,0,0,7,0,0,0,1,1,0,110,0,0,2,12,0,0,1,0,0,0,1,7,0,0,15,10,4,0,0,0,0,1,0,2,13,0,0,0,1,0,1,1
ป่าพะยอม,บ้านพร้าว,4,partylist,election_day,318,306,9,3,1,0,0,0,0,0,0,0,0,45,0,207,2,0,2,1,0,1,0,0,0,0,0,0,19,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,0
ป่าพะยอม,บ้านพร้าว,5,partylist,election_day,243,231,8,4,0,0,1,0,0,0,1,0,1,26,0,153,2,0,0,0,0,3,0,0,0,0,0,0,24,0,0,2,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2
ป่าพะยอม,บ้านพร้าว,6,partylist,election_day,628,603,13,12,0,2,0,0,0,0,3,0,1,81,1,346,7,0,0,0,0,5,0,1,0,2,0,0,79,0,1,0,10,2,0,0,0,0,0,0,3,1,2,34,6,1,0,0,0,0,1,0,2,10,1,0,0,1,0,0,0
ป่าพะยอม,บ้านพร้าว,7,partylist,election_day,373,360,13,0,0,0,0,1,0,0,1,0,0,46,1,217,6,0,0,0,1,1,1,0,0,0,1,0,54,0,0,1,2,0,0,0,0,0,0,0,1,0,3,7,7,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0
ป่าพะยอม,บ้านพร้าว,8,partylist,election_day,687,657,22,8,0,0,0,0,2,0,1,5,2,69,0,420,10,0,1,0,0,3,0,0,0,0,0,0,94,1,0,2,5,0,0,1,0,1,0,0,1,1,3,11,8,4,0,0,1,0,1,0,0,6,0,2,0,2,0,0,0
ป่าพะยอม,บ้านพร้าว,9,partylist,election_day,636,605,23,8,0,1,0,0,1,0,3,0,0,99,0,366,7,0,1,1,0,2,0,0,0,0,0,0,65,1,0,1,6,1,2,1,0,0,0,0,1,0,0,15,11,2,0,1,0,0,1,1,0,9,0,1,0,5,0,0,0
ป่าพะยอม,บ้านพร้าว,10,partylist,election_day,443,418,17,8,0,1,0,0,1,0,0,0,0,52,0,237,6,0,0,1,0,9,1,0,0,0,0,0,52,0,5,2,2,0,0,0,1,0,0,0,3,2,0,17,11,2,0,1,0,0,1,0,1,6,0,0,0,4,0,0,0
ควนขนุน,ปันแต,0,partylist,election_day,227,217,7,3,0,0,0,0,0,0,1,0,0,27,0,133,3,0,1,0,0,3,0,1,0,0,0,0,25,0,1,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0
ควนขนุน,ปันแต,1,partylist,election_day,129,126,2,1,0,0,0,0,0,0,0,0,0,15,1,77,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ควนขนุน,ปันแต,2,partylist,election_day,493,483,5,5,0,0,0,0,0,0,2,0,0,62,0,317,5,0,2,0,0,3,0,0,0,0,0,0,57,0,0,2,3,0,0,0,0,2,0,0,1,0,0,16,3,1,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0
ควนขนุน,ปันแต,3,partylist,election_day,251,240,9,2,0,0,0,0,1,0,2,0,0,16,0,141,1,0,1,0,0,1,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ควนขนุน,ปันแต,4,partylist,election_day,490,467,13,10,0,0,0,0,0,0,2,0,0,47,2,283,5,0,1,0,0,4,1,1,0,0,0,0,80,1,1,1,4,0,1,0,0,0,0,0,3,0,3,18,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0
ควนขนุน,ปันแต,5,partylist,election_day,498,477,15,6,1,0,0,0,0,0,0,0,1,59,1,267,5,0,0,0,0,6,0,0,0,1,2,0,79,0,0,1,6,0,0,0,0,0,0,0,2,0,1,25,7,1,0,1,1,0,1,0,1,7,0,0,0,1,0,0,0
ควนขนุน,ปันแต,6,partylist,election_day,200,195,3,2,0,1,0,0,0,0,2,0,0,23,0,104,2,0,0,1,0,2,0,0,0,0,0,0,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0
ควนขนุน,ปันแต,7,partylist,election_day,171,168,3,0,0,1,0,0,2,0,1,0,0,16,0,115,3,0,1,0,0,2,1,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ควนขนุน,ปันแต,8,partylist,election_day,349,342,5,2,0,0,0,0,0,0,1,0,0,38,0,221,4,0,1,1,0,3,0,0,0,0,0,0,44,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,1,1,0,0,1,0,2,0,0,1,0,0,1,2,0,0,0
ควนขนุน,ปันแต,9,partylist,election_day,353,338,10,5,0,0,0,0,0,0,3,0,1,46,0,153,5,0,0,0,0,5,0,0,0,1,1,0,63,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,4,3,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0
ควนขนุน,ปันแต,10,partylist,election_day,384,358,23,3,0,0,0,1,0,0,1,0,0,32,0,212,1,0,0,0,0,5,0,0,0,0,1,0,45,0,0,4,1,1,0,2,0,1,0,0,0,0,0,30,8,2,0,1,0,0,1,1,2,3,0,0,0,3,0,0,0
ควนขนุน,ปันแต,11,partylist,election_day,336,328,4,4,0,0,0,0,2,0,1,0,0,45,0,192,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,5,1,0,1,0,0,0,0,0,2,1,22,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
ควนขนุน,ปันแต,12,partylist,election_day,188,180,8,0,0,0,0,0,0,0,0,0,0,12,0,102,1,0,0,0,0,1,0,0,0,0,0,0,43,1,0,1,7,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ป่าพะยอม,ป่าพะยอม,0,partylist,election_day,453,432,16,5,0,0,0,1,1,0,1,0,1,43,0,291,5,0,1,0,0,4,0,0,0,0,0,0,51,0,1,1,7,0,0,0,0,0,0,0,1,1,2,8,0,0,0,1,0,0,1,0,2,5,0,2,0,1,0,0,0
ป่าพะยอม,ป่าพะยอม,1,partylist,election_day,337,318,11,8,2,0,0,0,0,0,1,0,0,35,3,176,3,0,0,0,0,1,0,1,0,0,0,0,53,0,0,2,20,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
ป่าพะยอม,ป่าพะยอม,2,partylist,election_day,357,342,11,4,0,0,0,1,0,0,0,0,0,38,5,172,7,0,0,0,0,0,0,1,0,0,0,0,59,0,0,2,31,0,0,0,0,0,0,0,0,0,1,10,7,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0
ป่าพะยอม,ป่าพะยอม,3,partylist,election_day,511,486,14,11,2,0,0,0,2,0,3,0,0,66,3,282,7,0,1,0,0,0,0,0,0,0,0,1,55,0,0,1,10,0,1,0,0,0,0,0,2,0,0,11,13,3,0,0,0,3,0,2,3,8,0,2,0,3,0,2,0
ป่าพะยอม,ป่าพะยอม,4,partylist,election_day,397,389,7,1,1,0,0,0,0,0,1,0,1,45,0,253,5,0,2,1,0,4,0,0,0,0,0,0,40,0,1,0,7,0,0,0,1,0,0,0,3,0,6,7,5,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0
ป่าพะยอม,ป่าพะยอม,5,partylist,election_day,531,499,12,20,0,0,0,0,0,0,4,2,0,64,0,336,3,0,1,0,0,3,1,0,0,0,0,0,37,0,1,1,9,1,1,0,0,1,0,0,0,0,1,11,3,1,0,2,0,1,0,2,1,6,0,2,0,4,0,0,0
ป่าพะยอม,ป่าพะยอม,6,partylist,election_day,498,478,13,7,3,1,0,0,0,0,0,0,0,59,0,310,5,0,2,0,0,6,1,0,0,0,1,0,55,1,2,0,2,0,1,0,1,0,0,1,3,0,0,13,4,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
ป่าพะยอม,ป่าพะยอม,7,partylist,election_day,571,557,7,7,0,0,0,1,0,0,3,0,0,57,1,370,5,0,0,0,0,2,0,0,0,0,0,0,54,1,0,3,2,0,0,1,1,0,0,0,5,0,3,24,6,1,0,3,0,0,0,0,2,10,0,0,0,1,0,1,0
ควนขนุน,พนมวังก์,0,partylist,election_day,400,393,4,3,0,2,1,0,0,0,1,1,0,58,0,234,5,0,0,0,0,2,0,1,0,1,0,0,45,0,3,0,4,1,0,0,0,0,0,0,5,0,1,19,2,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0
ควนขนุน,พนมวังก์,1,partylist,election_day,631,596,23,12,0,0,0,0,1,0,1,0,0,72,0,351,3,0,3,0,0,2,1,2,0,0,0,1,98,1,1,3,5,1,0,0,1,0,0,0,4,0,0,22,2,2,0,0,0,1,0,0,2,10,0,2,0,3,1,0,0
ควนขนุน,พนมวังก์,2,partylist,election_day,574,545,17,12,0,1,0,0,0,0,0,0,0,92,0,288,3,0,0,0,0,5,1,0,0,2,0,0,96,0,0,1,6,0,0,0,0,0,0,1,0,0,0,16,8,2,0,1,2,0,1,2,1,7,0,3,0,5,0,1,0
ควนขนุน,พนมวังก์,3,partylist,election_day,530,502,20,8,0,0,0,0,0,0,4,1,1,63,0,233,6,0,1,2,0,7,1,0,0,0,0,0,134,0,0,2,7,0,1,0,0,0,0,1,3,1,1,13,5,1,0,0,0,0,0,0,0,4,0,0,0,8,0,1,1
ควนขนุน,พนมวังก์,4,partylist,election_day,398,371,19,8,0,1,0,0,1,0,1,0,1,39,0,187,4,0,2,0,0,6,2,0,0,0,0,0,43,0,0,1,11,0,0,0,2,0,0,0,0,0,0,53,2,4,0,0,0,3,0,0,0,3,0,2,3,0,0,0,0
ควนขนุน,พนมวังก์,5,partylist,election_day,628,596,23,9,0,5,0,0,0,0,2,0,1,72,0,200,4,0,1,0,1,3,0,1,0,0,0,0,216,0,0,1,5,1,0,0,0,0,0,0,2,0,0,55,4,3,1,1,0,0,1,1,2,8,0,0,0,5,0,0,0
ควนขนุน,พนมวังก์,6,partylist,election_day,516,492,14,10,0,0,0,0,0,0,1,0,0,62,0,308,4,0,2,0,0,3,1,0,0,0,1,0,67,0,0,2,4,0,0,0,0,0,0,0,1,0,3,18,4,1,0,1,0,2,0,0,0,6,0,0,0,1,0,0,0
ควนขนุน,พนมวังก์,7,partylist,election_day,551,523,23,5,0,1,0,1,0,0,0,0,0,61,0,316,3,0,0,0,0,4,0,0,0,1,0,0,67,0,1,2,8,0,0,0,0,0,0,0,3,1,5,28,5,3,0,0,0,1,1,1,1,4,0,3,0,2,0,0,0
ควนขนุน,พนางตุง,0,partylist,election_day,412,384,18,10,0,0,0,1,0,0,1,1,0,50,1,104,6,0,0,1,0,5,0,0,0,0,0,0,122,0,0,2,5,0,1,0,0,0,0,0,4,0,0,63,9,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1
ควนขนุน,พนางตุง,1,partylist,election_day,352,326,22,4,0,1,0,0,2,0,0,0,1,47,0,94,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,2,1,0,0,0,0,0,0,2,1,0,48,6,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0
ควนขนุน,พนางตุง,2,partylist,election_day,650,629,14,7,0,0,0,0,1,0,3,0,0,111,0,271,11,0,0,0,0,1,0,0,0,0,0,0,143,2,1,1,3,0,0,0,0,0,0,0,4,0,2,48,7,2,0,1,0,2,0,3,0,3,0,2,0,6,0,1,0
ควนขนุน,พนางตุง,3,partylist,election_day,367,356,7,4,0,0,0,0,0,0,0,0,0,26,1,221,3,0,1,0,0,1,0,0,0,0,0,0,62,0,1,1,1,0,0,0,1,0,0,3,5,0,0,19,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ควนขนุน,พนางตุง,4,partylist,election_day,659,634,19,6,0,3,0,0,0,0,3,0,3,77,0,308,6,0,0,1,0,6,1,1,0,4,0,0,131,0,1,2,8,0,1,0,2,0,0,0,11,0,1,32,13,2,0,0,0,0,1,0,2,6,0,0,0,7,0,0,1
ควนขนุน,พนางตุง,5,partylist,election_day,680,655,19,6,1,2,0,0,0,0,4,0,0,52,1,325,4,0,0,0,0,5,1,1,0,1,1,1,182,0,0,2,2,1,0,1,0,0,1,0,2,2,1,34,6,1,0,0,0,2,0,0,4,12,0,0,1,2,0,0,0
ควนขนุน,พนางตุง,6,partylist,election_day,483,455,25,3,1,0,0,1,1,0,1,0,0,41,0,209,5,0,1,0,0,4,0,0,0,0,0,0,148,0,0,2,3,0,1,0,0,0,0,0,2,1,1,5,7,0,0,1,0,1,0,0,1,13,2,1,0,2,0,0,0
ควนขนุน,พนางตุง,7,partylist,election_day,726,682,38,6,0,2,0,0,1,0,3,0,3,72,1,388,7,0,1,1,0,15,2,0,0,0,0,0,89,1,0,2,9,1,0,1,0,0,1,0,7,2,2,33,9,1,0,1,0,2,1,0,3,17,0,1,0,2,0,0,1
ควนขนุน,พนางตุง,8,partylist,election_day,166,160,3,3,0,0,0,0,0,0,0,0,0,24,0,76,2,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,4,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
ควนขนุน,พนางตุง,9,partylist,election_day,632,592,31,9,0,3,1,0,0,0,3,0,0,60,1,338,10,0,0,0,0,3,1,2,0,0,0,1,102,0,0,0,7,1,1,0,0,0,0,0,5,0,4,28,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,2
ควนขนุน,พนางตุง,10,partylist,election_day,338,324,8,6,0,0,1,1,0,0,2,0,1,22,0,188,3,0,1,0,0,1,0,0,0,0,1,0,84,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0
ควนขนุน,พนางตุง,11,partylist,election_day,548,515,27,6,0,0,1,1,0,0,1,0,2,54,1,243,6,0,0,0,0,1,0,0,0,0,0,1,136,0,1,2,1,3,0,1,0,0,0,0,5,0,2,28,8,0,0,1,0,2,0,0,0,10,0,2,0,2,0,0,0
ควนขนุน,พนางตุง,12,partylist,election_day,510,466,34,10,0,0,0,0,1,0,1,0,0,89,1,161,1,1,0,0,0,4,0,0,0,1,1,0,110,0,2,0,4,0,0,1,0,0,0,0,3,0,0,63,7,1,0,0,0,0,1,1,0,6,0,0,0,6,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),0,partylist,election_day,400,392,6,2,0,0,0,0,0,0,0,0,0,54,0,217,1,0,0,0,0,3,0,1,0,0,0,0,89,0,1,2,2,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0
ควนขนุน,มะกอกเหนือ(เทศบาล),1,partylist,election_day,307,296,4,7,0,1,0,1,0,0,3,0,0,33,1,154,0,0,0,0,1,1,0,1,0,0,0,0,69,1,0,0,1,0,0,0,0,0,0,0,1,0,1,13,2,0,0,0,0,0,0,1,0,4,0,1,0,6,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),2,partylist,election_day,374,366,3,5,0,0,0,0,1,0,1,0,0,65,0,181,2,0,0,0,0,0,0,0,0,0,0,0,69,0,1,1,6,1,0,0,1,0,0,1,4,0,0,15,5,1,0,1,0,0,1,0,2,2,0,0,0,5,0,0,0
ควนขนุน,มะกอกเหนือ(เทศบาล),3,partylist,election_day,229,226,3,0,0,0,0,0,1,0,0,0,0,29,0,122,3,0,0,0,0,0,0,1,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,3,1,0,11,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
ควนขนุน,มะกอกเหนือ,0,partylist,election_day,478,458,11,9,0,1,0,1,2,0,2,0,0,64,0,247,3,0,2,1,0,2,0,1,0,1,0,0,82,2,0,1,6,0,0,1,2,0,0,1,4,0,0,14,5,1,0,0,0,0,0,2,1,7,0,0,0,2,0,0,0
ควนขนุน,มะกอกเหนือ,1,partylist,election_day,93,90,1,2,0,0,0,0,0,0,0,0,0,15,0,36,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
ควนขนุน,มะกอกเหนือ,2,partylist,election_day,113,108,1,4,0,0,0,0,0,0,1,0,1,11,0,60,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ควนขนุน,มะกอกเหนือ,3,partylist,election_day,259,249,2,8,0,1,0,0,1,0,3,0,0,40,0,102,2,0,0,0,0,2,0,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0
ควนขนุน,มะกอกเหนือ,4,partylist,election_day,461,440,11,10,0,1,0,0,1,1,1,0,0,55,0,257,3,0,1,2,0,3,0,1,0,0,0,0,53,0,2,1,9,0,1,0,0,0,0,0,0,0,0,36,1,1,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0
ควนขนุน,มะกอกเหนือ,5,partylist,election_day,477,463,9,5,0,0,0,0,1,0,1,0,0,54,0,234,4,0,0,0,1,6,0,0,0,0,0,0,63,0,1,2,9,0,0,0,0,0,0,0,4,1,0,59,3,4,0,0,0,0,0,1,1,6,0,1,0,5,0,1,1
ควนขนุน,มะกอกเหนือ,6,partylist,election_day,485,466,8,11,0,1,0,0,1,0,2,0,0,73,1,233,3,0,1,0,0,1,0,0,0,0,0,0,74,0,1,0,6,0,0,0,0,0,0,0,5,0,0,48,5,0,0,1,1,1,0,1,1,1,0,1,0,3,0,1,0
ควนขนุน,มะกอกเหนือ,7,partylist,election_day,420,405,10,5,0,2,0,1,0,0,1,0,0,39,0,189,0,0,0,0,0,4,1,0,0,0,0,1,100,1,0,2,3,0,0,0,1,0,0,0,4,0,0,42,5,0,0,0,0,0,1,1,0,5,0,0,0,2,0,0,0
ควนขนุน,มะกอกเหนือ,8,partylist,election_day,413,399,9,5,0,1,0,0,0,0,0,0,3,38,0,200,2,1,2,0,0,2,1,0,0,0,0,0,85,0,0,1,11,0,0,0,0,0,0,1,2,1,0,29,12,0,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1
